pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,pl_pubdate
WASP-166 b,WASP-166,5.44354,4.e-6,-4.e-6,0,0.0641,0.0011,-0.0011,0,0.63,0.03,-0.03,0,0.101,0.005,-0.005,0,0.54,0.09,-0.09,0,0.,,,0,1270,30,-30,0,6050.,50.,-50.,0,1.22,0.06,-0.06,0,1.19,0.06,-0.06,0,0.19,0.05,-0.05,0,[Fe/H],2.1,0.9,-0.9,0,0.92,0.14,-0.14,0,2019-09
WASP-139 b,WASP-139,5.924262,4.e-6,-4.e-6,0,0.062,0.002,-0.002,0,0.8,0.05,-0.05,0,0.117,0.017,-0.017,0,0.31,0.05,-0.05,0,0.,,,0,910,30,-30,0,5310.,90.,-90.,0,0.8,0.04,-0.04,0,0.92,0.1,-0.1,0,0.2,0.09,-0.09,0,[Fe/H],0.5,,,-1,2.5,0.3,-0.3,0,2017-03
HATS-7 b,HATS-7,3.185315,5.4e-6,-5.4e-6,0,0.04012,0.00043,-0.00043,0,0.563,0.046,-0.034,0,0.12,0.012,-0.012,0,0.83,0.18,-0.18,0,0.17,,,1,1084,32,-32,0,4985.,50.,-50.,0,0.81,0.05,-0.04,0,0.85,0.03,-0.03,0,0.25,0.08,-0.08,0,[Fe/H],7.8,5.,-5.,0,2.22,0.33,-0.33,0,2015-11
WASP-107 b,WASP-107,5.72149,2.e-6,-2.e-6,0,0.055,0.001,-0.001,0,0.94,0.02,-0.02,0,0.12,0.01,-0.01,0,0.19,0.03,-0.03,0,0.,,,0,770,60,-60,0,4430.,120.,-120.,0,0.66,0.02,-0.02,0,0.69,0.05,-0.05,0,0.02,0.1,-0.1,0,[Fe/H],,,,,3.45,0.07,-0.07,0,2017-08
K2-39 b,K2-39,4.60497,0.00077,-0.00077,0,0.0574,0.0012,-0.0012,0,0.509,0.056,-0.056,0,0.12522,0.01384,-0.01384,0,1.17,0.47,-0.32,0,0.152,0.084,-0.068,0,1670,54,-54,0,4912.,60.,-60.,0,2.93,0.21,-0.21,0,1.19,0.09,-0.07,0,0.43,0.04,-0.04,0,[Fe/H],6.7,1.7,-1.3,0,,,,,2017-04
HATS-72 b,HATS-72,7.3279474,1.6e-6,-1.6e-6,0,0.066517,0.000085,-0.000085,0,0.722,0.003,-0.003,0,0.1254,0.0039,-0.0039,0,0.411,0.015,-0.01,0,0.013,,,1,739,2,-2,0,4656.1,8.9,-8.9,0,0.72,0.,0.,0,0.73,0.,0.,0,0.099,0.014,-0.014,0,[Fe/H],12.17,0.24,-0.45,0,2.743,0.02,-0.02,0,2020-04
WASP-156 b,WASP-156,3.836169,3.e-6,-3.e-6,0,0.0453,0.0009,-0.0009,0,0.51,0.02,-0.02,0,0.128,0.01,-0.009,0,1.3,0.1,-0.1,0,0.007,,,1,970,30,-20,0,4910.,61.,-61.,0,0.76,0.03,-0.03,0,0.84,0.05,-0.05,0,0.24,0.12,-0.12,0,[Fe/H],6.4,4.,-4.,0,2.68,0.14,-0.42,0,2018-03
HATS-8 b,HATS-8,3.583893,0.00001,-0.00001,0,0.04667,0.00055,-0.00055,0,0.873,0.123,-0.075,0,0.138,0.019,-0.019,0,0.259,0.091,-0.091,0,0.376,,,1,1324,79,-38,0,5679.,50.,-50.,0,1.09,0.15,-0.06,0,1.06,0.04,-0.04,0,0.21,0.08,-0.08,0,[Fe/H],5.1,1.7,-1.7,0,1.15,0.21,-0.35,0,2015-08
WASP-182 b,WASP-182,3.3769848,2.4e-6,-2.4e-6,0,0.0451,0.0009,-0.0009,0,0.85,0.03,-0.03,0,0.148,0.011,-0.011,0,0.318,0.058,-0.058,0,0.,,,0,1479,34,-34,0,5638.,100.,-100.,0,1.34,0.03,-0.03,0,1.08,0.06,-0.06,0,0.27,0.11,-0.11,0,[Fe/H],5.952,2.684,-2.684,0,0.636,0.058,-0.058,0,2019-10
CoRoTID 223977153 b,CoRoTID 223977153,6.71837,0.00001,-0.00001,0,0.071,0.001,-0.001,0,0.57,0.06,-0.05,0,0.15,0.1,-0.1,0,1.1,1.3,-0.8,0,,,,,938,65,-52,0,5970.,100.,-100.,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,0.,0.2,-0.2,0,[Fe/H],,,,,,,,,2018-01
TOI-1696 b,TOI-1696,2.500311,4.e-6,-4.e-6,0,0.0229,0.0002,-0.0002,0,0.276,0.01,-0.01,0,0.15354,,,1,,,,,,,,,489,13,-13,0,3185.,76.,-76.,0,0.28,0.01,-0.01,0,0.26,0.01,-0.01,0,0.336,0.06,-0.06,0,[Fe/H],,,,,16.8,1.5,-1.4,0,2022-06
Kepler-101 b,Kepler-101,3.4876812,7.e-6,-7.e-6,0,0.0474,0.001,-0.0008,0,0.51,0.08,-0.07,0,0.16,0.02,-0.01,0,1.45,0.83,-0.48,0,0.086,0.08,-0.059,0,1513,103,-145,0,5667.,50.,-50.,0,1.56,0.2,-0.2,0,1.17,0.07,-0.05,0,0.33,0.07,-0.07,0,[Fe/H],5.9,1.2,-1.2,0,0.437,0.204,-0.123,0,2014-12
HATS-46 b,HATS-46,4.7423729,4.9e-6,-4.9e-6,0,0.05367,0.00053,-0.00053,0,0.903,0.058,-0.045,0,0.173,0.062,-0.062,0,0.28,0.12,-0.12,0,0.559,,,1,1054,29,-29,0,5495.,69.,-69.,0,0.85,0.04,-0.03,0,0.92,0.03,-0.03,0,-0.06,0.046,-0.046,0,[Fe/H],3.,3.4,-2.1,0,2.1,0.22,-0.29,0,2018-03
TOI-954 b,TOI-954,3.6849729,2.7e-6,-2.8e-6,0,0.04963,0.00089,-0.0009,0,0.852,0.053,-0.062,0,0.174,0.018,-0.017,0,0.35,0.1,-0.07,0,0.14,0.18,-0.11,0,1526,123,-164,0,5710.,53.,-49.,0,1.89,0.08,-0.08,0,1.2,0.07,-0.06,0,0.215,0.05,-0.051,0,[Fe/H],6.14,0.3,-0.3,0,0.249,0.025,-0.021,0,2021-02
HATS-62 b,HATS-62,3.2768837,3.3e-6,-3.3e-6,0,0.04163,0.00024,-0.00016,0,1.055,0.025,-0.025,0,0.179,,,0,0.076,0.053,-0.053,0,0.298,,,0,1237,12,-12,0,5416.,19.,-13.,0,0.93,0.02,-0.01,0,0.9,0.01,-0.01,0,0.133,0.023,-0.023,0,[Fe/H],9.55,0.99,-1.55,0,1.556,0.095,-0.095,0,2019-02
TOI-1749 b,TOI-1749,2.38839,0.00031,-0.00066,0,0.0291,0.0005,-0.0005,0,0.124,0.019,-0.017,0,0.17934,,,1,,,,,0.14,,,1,831,18,-18,0,3985.,55.,-55.,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,[Fe/H],0.8,,,-1,5.02,0.59,-0.46,0,2021-10
WASP-127 b,WASP-127,4.178062,2.e-6,-2.e-6,0,0.052,0.0005,-0.0005,0,1.37,0.04,-0.04,0,0.18,0.02,-0.02,0,0.09,0.013,-0.013,0,,,,,1400,24,-24,0,5620.,85.,-85.,0,1.39,0.03,-0.03,0,1.08,0.03,-0.03,0,-0.18,0.06,-0.06,0,[Fe/H],11.41,1.8,-1.8,0,0.569,0.021,-0.021,0,2017-03
K2-108 b,K2-108,4.73401,0.00024,-0.00024,0,0.0573,0.001,-0.001,0,0.471,0.048,-0.048,0,0.18689,0.01384,-0.01384,0,2.22,0.77,-0.55,0,0.18,0.042,-0.042,0,1446,48,-48,0,5474.,60.,-60.,0,1.75,0.14,-0.14,0,1.12,0.07,-0.05,0,0.33,0.04,-0.04,0,[Fe/H],7.8,1.5,-1.5,0,,,,,2017-04
TOI-532 b,TOI-532,2.3266508,3.e-6,-3.e-6,0,0.0296,0.00035,-0.00035,0,0.519,0.017,-0.017,0,0.1935,0.03052,-0.02926,0,1.72,0.31,-0.31,0,0.,,,0,867,18,-18,0,3927.,37.,-37.,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.338,0.072,-0.066,0,[Fe/H],7.1,4.4,-4.8,0,3.92,0.22,-0.21,0,2021-10
KELT-11 b,KELT-11,4.736529,0.000068,-0.000059,0,0.06229,0.00088,-0.00076,0,1.37,0.15,-0.12,0,0.195,0.019,-0.018,0,0.093,0.028,-0.024,0,0.,,,0,1712,51,-46,0,5370.,51.,-50.,0,2.72,0.21,-0.17,0,1.44,0.06,-0.05,0,0.18,0.075,-0.075,0,[Fe/H],,,,,0.101,0.017,-0.017,0,2017-05
HAT-P-18 b,HAT-P-18,5.507978,0.000043,-0.000043,0,0.0559,0.0007,-0.0007,0,0.947,0.044,-0.044,0,0.196,0.008,-0.008,0,0.286,0.042,-0.042,0,0.009,0.03,-0.009,0,841,15,-15,0,4870.,50.,-50.,0,0.72,0.03,-0.03,0,0.77,0.03,-0.03,0,0.1,0.06,-0.06,0,[Fe/H],,,,,2.94,0.3,-0.3,0,2014-04
TOI-2567 b,TOI-2567,5.983944,0.000013,-0.000013,0,0.0672,0.0024,-0.0012,0,0.975,0.031,-0.029,0,0.201,0.034,-0.031,0,0.269,0.052,-0.051,0,0.,0.048,-0.052,0,1352,18,-19,0,5611.,62.,-65.,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,0.241,0.078,-0.079,0,[Fe/H],7.6,1.8,-2.7,0,0.34,0.03,-0.036,0,2022-08
NGTS-12 b,NGTS-12,7.532806,0.000048,-0.000048,0,0.0757,0.0014,-0.0014,0,1.048,0.032,-0.032,0,0.208,0.022,-0.022,0,0.223,0.029,-0.029,0,0.,,,0,1257,34,-34,0,5690.,130.,-130.,0,1.59,0.04,-0.04,0,1.02,0.06,-0.05,0,-0.03,0.11,-0.11,0,[Fe/H],9.4,1.5,-1.5,0,0.359,0.039,-0.039,0,2020-09
HAT-P-12 b,HAT-P-12,3.2130579,4.e-7,-4.e-7,0,,,,,0.949,0.061,-0.061,0,0.211,0.012,-0.012,0,0.328,0.045,-0.045,0,0.,,,0,975,8,-8,0,4650.,60.,-60.,0,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0,-0.29,0.05,-0.05,0,[Fe/H],,,,,,,,,2019-06
CoRoT-8 b,CoRoT-8,6.21229,0.00003,-0.00003,0,0.0633,0.0021,-0.0021,0,0.712,0.084,-0.084,0,0.216,0.036,-0.036,0,0.74,0.28,-0.28,0,,,,,922,41,-41,0,5080.,80.,-80.,0,0.9,0.09,-0.09,0,0.88,0.09,-0.09,0,0.31,0.05,-0.05,0,[Fe/H],,,,,1.7,0.45,-0.45,0,2011-11
NGTS-5 b,NGTS-5,3.3569866,2.6e-6,-2.6e-6,0,0.0382,0.0013,-0.0013,0,1.136,0.023,-0.023,0,0.229,0.037,-0.037,0,,,,,0.,,,0,952,24,-24,0,4987.,41.,-41.,0,0.74,0.01,-0.01,0,0.66,0.07,-0.06,0,0.12,0.1,-0.1,0,[Fe/H],,,,,,,,,2019-05
HATS-5 b,HATS-5,4.763387,0.00001,-0.00001,0,0.0542,0.0006,-0.0006,0,0.912,0.025,-0.025,0,0.237,0.012,-0.012,0,0.39,0.04,-0.04,0,0.019,0.019,-0.019,0,1025,17,-17,0,5304.,50.,-50.,0,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0,0.19,0.08,-0.08,0,[Fe/H],3.6,2.6,-1.9,0,,,,,2014-06
HATS-48 A b,HATS-48 A,3.1316666,3.7e-6,-3.7e-6,0,0.03769,0.00011,-0.00011,0,0.8,0.015,-0.015,0,0.243,0.022,-0.03,0,0.589,0.067,-0.067,0,0.162,,,1,955,5,-5,0,4546.,23.,-18.,0,0.72,0.,0.,0,0.73,0.01,-0.01,0,0.186,0.051,-0.051,0,[Fe/H],11.97,0.42,-0.61,0,2.804,0.036,-0.036,0,2020-04
Kepler-425 b,Kepler-425,3.79701816,1.9e-7,-1.9e-7,0,0.0464,0.0008,-0.0008,0,0.978,0.022,-0.022,0,0.25,0.08,-0.08,0,0.27,0.07,-0.07,0,0.33,,,1,1070,15,-15,0,5170.,70.,-70.,0,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0,0.24,0.11,-0.11,0,[Fe/H],5.,4.,-4.,0,1.448,0.03,-0.03,0,2014-12
TOI-3629 b,TOI-3629,3.936551,5.e-6,-6.e-6,0,0.043,0.002,-0.002,0,0.74,0.02,-0.02,0,0.26,0.02,-0.02,0,0.8,0.1,-0.1,0,0.05,0.05,-0.04,0,690,20,-20,0,3870.,90.,-90.,0,0.6,0.02,-0.01,0,0.63,0.02,-0.02,0,0.4,0.1,-0.1,0,[Fe/H],7.,2.,-2.,0,4.,0.2,-0.2,0,2022-01
WASP-69 b,WASP-69,3.8681382,1.7e-6,-1.7e-6,0,0.04525,0.00053,-0.00053,0,1.057,0.047,-0.047,0,0.26,0.017,-0.017,0,0.291,0.041,-0.041,0,0.,,,0,963,18,-18,0,4715.,50.,-50.,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,0.144,0.077,-0.077,0,[Fe/H],2.,,,0,2.17,0.18,-0.18,0,2014-12
HATS-43 b,HATS-43,4.3888497,5.9e-6,-5.9e-6,0,0.04944,0.00046,-0.00046,0,1.18,0.05,-0.05,0,0.261,0.054,-0.054,0,0.191,0.054,-0.038,0,0.173,0.089,-0.089,0,1003,27,-27,0,5099.,61.,-61.,0,0.81,0.03,-0.03,0,0.84,0.02,-0.02,0,0.05,0.041,-0.041,0,[Fe/H],8.6,3.,-4.8,0,2.18,0.36,-0.2,0,2018-03
TOI-3757 b,TOI-3757,3.438753,4.e-6,-4.e-6,0,0.03845,0.00043,-0.00043,0,1.071,0.036,-0.045,0,0.26838,0.02769,-0.02737,0,0.27,0.05,-0.04,0,0.14,0.06,-0.06,0,759,13,-13,0,3913.,56.,-56.,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,0.,0.2,-0.2,0,[Fe/H],7.1,4.5,-4.5,0,3.7,0.2,-0.2,0,2022-09
CoRoT-25 b,CoRoT-25,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,1.08,0.3,-0.1,0,0.27,0.04,-0.04,0,0.15,0.15,-0.06,0,0.,,,0,1330,80,-40,0,6040.,90.,-90.,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,-0.01,0.13,-0.13,0,[Fe/H],4.5,1.8,-2.,0,,,,,2013-07
WASP-131 b,WASP-131,5.322023,5.e-6,-5.e-6,0,0.0607,0.0009,-0.0009,0,1.22,0.05,-0.05,0,0.27,0.02,-0.02,0,0.2,0.03,-0.03,0,0.,,,0,1460,30,-30,0,6030.,90.,-90.,0,1.53,0.05,-0.05,0,1.06,0.06,-0.06,0,-0.18,0.08,-0.08,0,[Fe/H],4.5,3.5,-3.5,0,0.411,0.037,-0.037,0,2017-03
WASP-147 b,WASP-147,4.60273,0.000027,-0.000027,0,0.0549,0.0012,-0.0013,0,1.115,0.14,-0.093,0,0.275,0.028,-0.027,0,0.263,0.081,-0.08,0,0.,,,0,1404,69,-43,0,5702.,100.,-100.,0,1.43,0.14,-0.08,0,1.04,0.07,-0.07,0,0.092,0.069,-0.071,0,[Fe/H],8.47,0.78,-0.78,0,0.509,0.076,-0.12,0,2019-01
WASP-160 B b,WASP-160 B,3.7684952,3.5e-6,-3.5e-6,0,0.0452,0.0012,-0.0012,0,1.09,0.047,-0.041,0,0.278,0.044,-0.045,0,0.284,0.052,-0.051,0,0.,,,0,1119,25,-23,0,5298.,99.,-99.,0,0.87,0.03,-0.03,0,0.87,0.07,-0.07,0,0.27,0.1,-0.1,0,[Fe/H],9.75,2.28,-2.28,0,1.89,0.1,-0.16,0,2019-01
WASP-126 b,WASP-126,3.2888,0.00001,-0.00001,0,0.0449,0.0008,-0.0008,0,0.96,0.1,-0.05,0,0.28,0.04,-0.04,0,0.41,0.11,-0.11,0,0.18,,,1,1480,60,-60,0,5800.,100.,-100.,0,1.27,0.1,-0.05,0,1.12,0.06,-0.06,0,0.17,0.08,-0.08,0,[Fe/H],6.4,1.6,-1.6,0,0.79,0.08,-0.17,0,2016-06
WASP-39 b,WASP-39,4.0552941,3.4e-6,-3.4e-6,0,0.04828,0.00082,-0.00082,0,1.279,0.04,-0.04,0,0.281,0.032,-0.032,0,0.167,0.023,-0.023,0,,,,,1166,14,-14,0,5485.,50.,-50.,0,0.94,0.02,-0.02,0,0.91,0.05,-0.05,0,0.01,0.09,-0.09,0,[Fe/H],8.5,4.,-3.4,0,1.555,0.08,-0.08,0,2018-05
WASP-148 b,WASP-148,8.80381,0.000043,-0.000043,0,0.0845,0.0022,-0.0022,0,0.722,0.055,-0.055,0,0.291,0.025,-0.025,0,0.96,0.26,-0.26,0,0.22,0.063,-0.063,0,940,80,-80,0,5460.,130.,-130.,0,1.03,0.2,-0.2,0,1.,0.08,-0.08,0,0.11,0.08,-0.08,0,[Fe/H],,,,,1.3,1.2,-0.5,0,2020-08
HAT-P-19 b,HAT-P-19,4.008778,6.e-6,-6.e-6,0,0.0466,0.0008,-0.0008,0,1.132,0.072,-0.072,0,0.292,0.018,-0.018,0,0.25,0.04,-0.04,0,0.067,0.042,-0.042,0,1010,42,-42,0,4990.,130.,-130.,0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,0.23,0.08,-0.08,0,[Fe/H],8.8,5.2,-5.2,0,,,,,2011-01
WASP-21 b,WASP-21,4.322506,3.1e-6,-3.1e-6,0,0.0516,0.0023,-0.0023,0,1.263,0.09,-0.09,0,0.295,0.03,-0.03,0,0.182,0.028,-0.028,0,,,,,1340,32,-32,0,5800.,100.,-100.,0,1.19,0.09,-0.09,0,0.98,0.14,-0.14,0,-0.46,0.11,-0.11,0,[Fe/H],,,,,0.827,0.086,-0.086,0,2012-10
TOI-1296 b,TOI-1296,3.9443715,5.8e-6,-5.8e-6,0,0.0497,0.0023,-0.0028,0,1.231,0.031,-0.031,0,0.298,0.039,-0.039,0,0.198,0.031,-0.031,0,0.055,0.061,-0.038,0,1562,43,-31,0,5603.,47.,-47.,0,1.66,0.04,-0.04,0,1.17,0.14,-0.14,0,0.44,0.04,-0.04,0,[Fe/H],6.9,0.7,-0.7,0,0.324,0.037,-0.048,0,2021-09
WASP-181 b,WASP-181,4.5195064,3.4e-6,-3.4e-6,0,0.05427,0.00069,-0.00069,0,1.184,0.071,-0.059,0,0.299,0.034,-0.034,0,0.237,0.044,-0.044,0,,,,,1186,32,-26,0,5839.,70.,-70.,0,0.96,0.04,-0.04,0,1.04,0.04,-0.04,0,0.09,0.04,-0.04,0,[Fe/H],2.5,1.7,-1.7,0,1.64,0.21,-0.21,0,2019-06
WASP-83 b,WASP-83,4.971252,0.000015,-0.000015,0,0.059,0.001,-0.001,0,1.04,0.08,-0.05,0,0.3,0.03,-0.03,0,0.35,0.07,-0.07,0,0.,,,0,1120,30,-30,0,5510.,110.,-110.,0,1.05,0.06,-0.04,0,1.11,0.09,-0.09,0,0.29,0.12,-0.12,0,[Fe/H],5.,,,-1,1.4,0.1,-0.18,0,2015-07
TOI-1268 b,TOI-1268,8.1577094,4.5e-6,-4.5e-6,0,0.0711,0.0063,-0.0058,0,0.812,0.054,-0.054,0,0.30331,0.0258,-0.02611,0,0.71,0.17,-0.13,0,0.105,0.04,-0.039,0,919,30,-31,0,5300.,100.,-100.,0,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0,0.36,0.06,-0.06,0,[Fe/H],0.245,0.135,-0.135,0,1.31,0.24,-0.19,0,2022-01
HAT-P-51 b,HAT-P-51,4.2180278,5.9e-6,-5.9e-6,0,0.05069,0.00049,-0.00049,0,1.293,0.054,-0.054,0,0.309,0.018,-0.018,0,0.178,0.024,-0.024,0,0.123,,,1,1192,21,-21,0,5449.,50.,-50.,0,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0,0.27,0.08,-0.08,0,[Fe/H],8.2,1.7,-1.7,0,1.223,0.1,-0.135,0,2015-12
WASP-151 b,WASP-151,4.533471,4.e-6,-4.e-6,0,0.055,0.001,-0.001,0,1.13,0.03,-0.03,0,0.31,0.04,-0.03,0,0.29,0.04,-0.03,0,0.003,,,1,1290,20,-10,0,5871.,57.,-57.,0,1.14,0.03,-0.03,0,1.08,0.08,-0.08,0,0.1,0.1,-0.1,0,[Fe/H],5.1,1.3,-1.3,0,1.02,0.03,-0.06,0,2018-03
WASP-20 b,WASP-20,4.8996284,3.3e-6,-3.3e-6,0,0.06,0.00069,-0.00069,0,1.462,0.059,-0.059,0,0.311,0.017,-0.017,0,0.132,0.016,-0.016,0,0.,,,0,1379,31,-31,0,5940.,100.,-100.,0,1.39,0.04,-0.04,0,1.2,0.04,-0.04,0,-0.008,0.06,-0.06,0,[Fe/H],7.,2.,-1.,0,0.63,0.046,-0.046,0,2015-03
KOI-4777.01,KOI-4777,0.412,1.e-6,-1.e-6,0,0.008,0.0003,-0.0003,0,0.045,0.003,-0.003,0,0.31212,,,1,,,,,0.,,,0,1180,20,-20,0,3515.,69.,-69.,0,0.4,0.01,-0.01,0,0.41,0.02,-0.02,0,0.1,0.1,-0.1,0,[Fe/H],4.,1.,-2.,0,8.9,0.6,-0.6,0,2022-01
HATS-6 b,HATS-6,3.3252725,2.1e-6,-2.1e-6,0,0.03623,0.00042,-0.00057,0,0.998,0.019,-0.019,0,0.319,0.07,-0.07,0,0.399,0.089,-0.089,0,0.,,,0,713,5,-5,0,3724.,18.,-18.,0,0.57,0.01,-0.01,0,0.57,0.02,-0.03,0,0.2,0.091,-0.091,0,[Fe/H],8.1,4.3,-4.3,0,4.36,0.15,-0.15,0,2015-05
WASP-174 b,WASP-174,4.2337005,1.8e-6,-1.8e-6,0,0.05503,0.00056,-0.00056,0,1.437,0.05,-0.05,0,0.33,0.091,-0.091,0,0.135,0.042,-0.042,0,0.,,,0,1528,17,-17,0,6399.,68.,-68.,0,1.35,0.02,-0.02,0,1.24,0.04,-0.04,0,0.06,0.06,-0.06,0,[Fe/H],2.2,0.52,-0.52,0,0.716,0.022,-0.022,0,2020-01
TOI-2421 b,TOI-2421,4.3474032,7.9e-6,-7.8e-6,0,0.0543,0.0021,-0.001,0,0.925,0.035,-0.034,0,0.333,0.079,-0.079,0,0.52,0.15,-0.13,0,0.,0.048,-0.052,0,1534,20,-28,0,5607.,68.,-68.,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,0.19,0.083,-0.085,0,[Fe/H],7.5,1.7,-2.8,0,0.297,0.048,-0.031,0,2022-08
K2-295 b,K2-295,4.024867,0.000015,-0.000015,0,0.0451,0.0006,-0.0014,0,0.897,0.011,-0.005,0,0.335,0.062,-0.062,0,0.612,0.115,-0.115,0,0.,,,0,852,14,-6,0,4444.,70.,-70.,0,0.7,0.02,-0.02,0,0.74,0.04,-0.04,0,0.14,0.12,-0.12,0,[Fe/H],,,,,3.043,0.128,-0.28,0,2019-06
HAT-P-67 b,HAT-P-67,4.8101025,4.3e-7,-3.3e-7,0,0.06505,0.00273,-0.00079,0,2.085,0.096,-0.071,0,0.34,0.25,-0.19,0,0.052,0.039,-0.028,0,0.,,,0,1903,25,-25,0,6406.,65.,-61.,0,2.55,0.1,-0.08,0,1.64,0.15,-0.07,0,-0.08,0.05,-0.05,0,[Fe/H],1.24,0.27,-0.22,0,,,,,2017-05
Kepler-426 b,Kepler-426,3.21751883,1.9e-7,-1.9e-7,0,0.0414,0.001,-0.001,0,1.09,0.03,-0.03,0,0.34,0.08,-0.08,0,0.26,0.06,-0.06,0,0.18,,,1,1300,20,-20,0,5725.,90.,-90.,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0,-0.21,0.08,-0.08,0,[Fe/H],6.,4.,-4.,0,1.17,0.023,-0.023,0,2014-12
HAT-P-44 b,HAT-P-44,4.301219,0.000019,-0.000019,0,0.0507,0.0007,-0.0007,0,1.242,0.106,-0.051,0,0.352,0.029,-0.029,0,0.23,0.04,-0.04,0,0.044,0.052,-0.052,0,1108,51,-32,0,5295.,100.,-100.,0,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,0.33,0.1,-0.1,0,[Fe/H],7.5,3.6,-3.6,0,,,,,2014-06
HATS-49 b,HATS-49,4.1480467,3.7e-6,-3.7e-6,0,0.04515,0.00016,-0.00016,0,0.765,0.013,-0.013,0,0.353,0.038,-0.027,0,0.986,0.094,-0.094,0,0.071,,,1,835,4,-4,0,4405.,15.,-15.,0,0.7,0.01,-0.01,0,0.71,0.01,-0.01,0,0.208,0.053,-0.053,0,[Fe/H],10.5,1.4,-2.,0,2.961,0.073,-0.073,0,2020-04
HD 149026 b,HD 149026,2.8758911,2.5e-6,-2.5e-6,0,0.04288,0.0005,-0.00033,0,0.61,0.099,-0.072,0,0.356,0.013,-0.011,0,2.0881,0.9576,-0.7581,0,,,,,1626,69,-37,0,6147.,50.,-50.,0,1.29,0.12,-0.06,0,1.27,0.04,-0.03,0,0.36,0.05,-0.05,0,[Fe/H],1.2,1.1,-1.5,0,0.834,0.117,-0.182,0,2010-11
TOI-1298 b,TOI-1298,4.537164,0.000012,-0.000012,0,0.059,0.0023,-0.0023,0,0.841,0.021,-0.021,0,0.356,0.032,-0.032,0,0.743,0.091,-0.091,0,0.032,0.034,-0.023,0,1388,24,-24,0,5889.,43.,-43.,0,1.41,0.03,-0.03,0,1.44,0.1,-0.1,0,0.49,0.03,-0.03,0,[Fe/H],1.6,0.9,-0.9,0,0.67,0.062,-0.062,0,2021-09
HATS-47 b,HATS-47,3.9228038,2.2e-6,-2.2e-6,0,0.04269,0.00033,-0.00025,0,1.117,0.014,-0.014,0,0.369,0.031,-0.021,0,0.331,0.027,-0.027,0,0.088,,,1,853,5,-5,0,4512.,19.,-19.,0,0.66,0.01,-0.01,0,0.67,0.02,-0.01,0,-0.113,0.035,-0.035,0,[Fe/H],8.1,2.9,-4.3,0,3.36,0.13,-0.099,0,2020-04
HATS-71 b,HATS-71,3.7955202,1.e-6,-1.e-6,0,0.03745,0.00015,-0.00015,0,1.024,0.018,-0.018,0,0.37,0.24,-0.24,0,0.42,0.28,-0.28,0,0.,,,0,587,2,-2,0,3405.,10.,-10.,0,0.48,0.01,-0.01,0,0.49,0.01,-0.01,0,0.17,0.036,-0.036,0,[Fe/H],3.2,3.8,-1.5,0,6.26,0.17,-0.17,0,2020-06
Qatar-8 b,Qatar-8,3.71495,0.001,-0.001,0,0.0474,0.0008,-0.0008,0,1.285,0.022,-0.022,0,0.371,0.062,-0.062,0,0.216,0.037,-0.037,0,0.,,,0,1457,14,-14,0,5738.,51.,-51.,0,1.31,0.02,-0.02,0,1.03,0.05,-0.05,0,0.025,0.071,-0.071,0,[Fe/H],8.3,2.1,-2.1,0,0.641,0.024,-0.024,0,2019-06
HAT-P-58 b,HAT-P-58,4.0138379,2.4e-6,-2.4e-6,0,0.04994,0.00044,-0.00044,0,1.332,0.043,-0.043,0,0.372,0.03,-0.03,0,0.194,0.024,-0.024,0,0.073,,,1,1622,18,-18,0,6078.,48.,-48.,0,1.53,0.03,-0.03,0,1.03,0.03,-0.03,0,-0.224,0.057,-0.057,0,[Fe/H],7.11,0.27,-0.72,0,0.405,0.026,-0.026,0,2021-07
